date,Calauan
2004-01-01 00:00:00,0.706098675727844
2004-01-02 00:00:00,0.75271001458168
2004-01-03 00:00:00,0.994931191205977
2004-01-04 00:00:00,0.8105912208557111
2004-01-05 00:00:00,0.722920924425124
2004-01-06 00:00:00,0.887702256441115
2004-01-07 00:00:00,1.294085055589673
2004-01-08 00:00:00,1.093383252620697
2004-01-09 00:00:00,0.9309007823467239
2004-01-10 00:00:00,1.066378980875015
2004-01-11 00:00:00,0.920038253068923
2004-01-12 00:00:00,0.756251752376555
2004-01-13 00:00:00,0.697415530681609
2004-01-14 00:00:00,0.680094212293624
2004-01-15 00:00:00,0.673490226268768
2004-01-16 00:00:00,0.6690445840358721
2004-01-17 00:00:00,0.6649925708770741
2004-01-18 00:00:00,0.661006212234496
2004-01-19 00:00:00,0.657044917345046
2004-01-20 00:00:00,0.653107047080993
2004-01-21 00:00:00,0.649228632450103
2004-01-22 00:00:00,0.6458377242088309
2004-01-23 00:00:00,0.6421051025390611
2004-01-24 00:00:00,0.6382648497819889
2004-01-25 00:00:00,0.634434774518012
2004-01-26 00:00:00,0.630630269646644
2004-01-27 00:00:00,0.626849979162216
2004-01-28 00:00:00,0.623324558138846
2004-01-29 00:00:00,0.619682848453521
2004-01-30 00:00:00,0.615991637110709
2004-01-31 00:00:00,0.612503066658972
2004-02-01 00:00:00,0.608915731310843
2004-02-02 00:00:00,0.6052862107753749
2004-02-03 00:00:00,0.601662263274192
2004-02-04 00:00:00,0.5980569124221791
2004-02-05 00:00:00,0.594471976161002
2004-02-06 00:00:00,0.665469363331794
2004-02-07 00:00:00,1.269178822636599
2004-02-08 00:00:00,0.821961149573325
2004-02-09 00:00:00,0.641107127070426
2004-02-10 00:00:00,1.283975422382352
2004-02-11 00:00:00,1.73409624397754
2004-02-12 00:00:00,0.93255642056465
2004-02-13 00:00:00,0.657959699630737
2004-02-14 00:00:00,0.5932075828313821
2004-02-15 00:00:00,0.577850341796874
2004-02-16 00:00:00,0.572469726204871
2004-02-17 00:00:00,0.568770289421081
2004-02-18 00:00:00,0.565510094165801
2004-02-19 00:00:00,0.562194824218749
2004-02-20 00:00:00,0.558844029903411
2004-02-21 00:00:00,0.555551633238792
2004-02-22 00:00:00,0.552257016301154
2004-02-23 00:00:00,0.5794731229543679
2004-02-24 00:00:00,0.5620483905076971
2004-02-25 00:00:00,0.5504150688648219
2004-02-26 00:00:00,0.544905245304107
2004-02-27 00:00:00,0.541211396455764
2004-02-28 00:00:00,0.53789834678173
2004-02-29 00:00:00,0.534665554761885
2004-03-01 00:00:00,0.531460031867026
2004-03-02 00:00:00,0.528274849057196
2004-03-03 00:00:00,0.525108605623244
2004-03-04 00:00:00,0.694112986326217
2004-03-05 00:00:00,0.587587460875511
2004-03-06 00:00:00,0.581478863954543
2004-03-07 00:00:00,1.0863753557205191
2004-03-08 00:00:00,0.749074146151542
2004-03-09 00:00:00,0.574562072753905
2004-03-10 00:00:00,0.5255083590745919
2004-03-11 00:00:00,0.512569233775138
2004-03-12 00:00:00,0.507733777165412
2004-03-13 00:00:00,0.504530265927313
2004-03-14 00:00:00,0.5017282813787449
2004-03-15 00:00:00,0.498828887939452
2004-03-16 00:00:00,0.49631372094154197
2004-03-17 00:00:00,0.493524745106696
2004-03-18 00:00:00,0.490604132413863
2004-03-19 00:00:00,0.48766803741455
2004-03-20 00:00:00,0.484745755791664
2004-03-21 00:00:00,0.481840625405311
2004-03-22 00:00:00,0.47895270586013705
2004-03-23 00:00:00,0.476082146167755
2004-03-24 00:00:00,0.47339209914207403
2004-03-25 00:00:00,0.470630645751952
2004-03-26 00:00:00,0.467830076813697
2004-03-27 00:00:00,0.465030640363692
2004-03-28 00:00:00,0.462244272232054
2004-03-29 00:00:00,0.459474399685859
2004-03-30 00:00:00,0.45672072470187997
2004-03-31 00:00:00,0.453983336687087
2004-04-01 00:00:00,0.451262831687926
2004-04-02 00:00:00,0.448558181524275
2004-04-03 00:00:00,0.44587007164955106
2004-04-04 00:00:00,0.443216919898986
2004-04-05 00:00:00,0.440622314810752
2004-04-06 00:00:00,0.438090234994887
2004-04-07 00:00:00,0.435517340898513
2004-04-08 00:00:00,0.432943433523177
2004-04-09 00:00:00,0.430361390113829
2004-04-10 00:00:00,0.427786245942114
2004-04-11 00:00:00,0.425223872065544
2004-04-12 00:00:00,0.42267583310603996
2004-04-13 00:00:00,0.420142695307731
2004-04-14 00:00:00,0.417635440826415
2004-04-15 00:00:00,0.415137633681296
2004-04-16 00:00:00,0.412651255726813
2004-04-17 00:00:00,0.410178571939468
2004-04-18 00:00:00,0.407722175121306
