date,Los Banos
2004-01-01 00:00:00,0.3798363450914618
2004-01-02 00:00:00,0.3775587892159817
2004-01-03 00:00:00,0.37531141657382217
2004-01-04 00:00:00,0.3730646269395943
2004-01-05 00:00:00,0.37082859687507114
2004-01-06 00:00:00,0.3694290006533261
2004-01-07 00:00:00,0.36768779624253467
2004-01-08 00:00:00,0.3655941965989764
2004-01-09 00:00:00,0.3634284920990464
2004-01-10 00:00:00,0.3612670893780885
2004-01-11 00:00:00,0.35910524800419774
2004-01-12 00:00:00,0.3569531217217441
2004-01-13 00:00:00,0.3548130691051478
2004-01-14 00:00:00,0.35268562287092176
2004-01-15 00:00:00,0.35057089757174226
2004-01-16 00:00:00,0.3484687414020297
2004-01-17 00:00:00,0.3463792144320902
2004-01-18 00:00:00,0.3443022766150531
2004-01-19 00:00:00,0.3422377575188871
2004-01-20 00:00:00,0.34018565807491496
2004-01-21 00:00:00,0.3381458516232665
2004-01-22 00:00:00,0.33611828461289356
2004-01-23 00:00:00,0.3341028834693129
2004-01-24 00:00:00,0.3320995322428638
2004-01-25 00:00:00,0.33010816620662775
2004-01-26 00:00:00,0.328128891997039
2004-01-27 00:00:00,0.32616140134632543
2004-01-28 00:00:00,0.3242056136950847
2004-01-29 00:00:00,0.3222616333514449
2004-01-30 00:00:00,0.3203293415717777
2004-01-31 00:00:00,0.31840863684192255
2004-02-01 00:00:00,0.3164994390681383
2004-02-02 00:00:00,0.31460167979821524
2004-02-03 00:00:00,0.3127153092063962
2004-02-04 00:00:00,0.3108403151854869
2004-02-05 00:00:00,0.308976566419005
2004-02-06 00:00:00,0.3072426142171022
2004-02-07 00:00:00,0.30548994848504624
2004-02-08 00:00:00,0.30368304159492215
2004-02-09 00:00:00,0.3018689672462639
2004-02-10 00:00:00,0.3001314816065128
2004-02-11 00:00:00,0.2984018307179209
2004-02-12 00:00:00,0.29663010360673014
2004-02-13 00:00:00,0.2948562121018763
2004-02-14 00:00:00,0.2930895467288787
2004-02-15 00:00:00,0.2913326262496408
2004-02-16 00:00:00,0.2895859256386754
2004-02-17 00:00:00,0.28784964373335187
2004-02-18 00:00:00,0.2861236962489778
2004-02-19 00:00:00,0.28440814325585917
2004-02-20 00:00:00,0.28270285041071447
2004-02-21 00:00:00,0.2810077869798983
2004-02-22 00:00:00,0.27932370454072925
2004-02-23 00:00:00,0.2787466295994815
2004-02-24 00:00:00,0.2773708833847194
2004-02-25 00:00:00,0.27577941841445835
2004-02-26 00:00:00,0.2741448695305732
2004-02-27 00:00:00,0.27250651526264813
2004-02-28 00:00:00,0.2708742604590947
2004-02-29 00:00:00,0.26925084833055707
2004-03-01 00:00:00,0.2676366611849513
2004-03-02 00:00:00,0.26603208365850095
2004-03-03 00:00:00,0.26443700096569933
2004-03-04 00:00:00,0.26290489546954576
2004-03-05 00:00:00,0.26134196575731
2004-03-06 00:00:00,0.25980415125377443
2004-03-07 00:00:00,0.25835669250227483
2004-03-08 00:00:00,0.25683559617027607
2004-03-09 00:00:00,0.25530326925218066
2004-03-10 00:00:00,0.2537747512105848
2004-03-11 00:00:00,0.2522538129705933
2004-03-12 00:00:00,0.2507415530271826
2004-03-13 00:00:00,0.24923823331482683
2004-03-14 00:00:00,0.24774389667436464
2004-03-15 00:00:00,0.2462585438042874
2004-03-16 00:00:00,0.24478210299275777
2004-03-17 00:00:00,0.24331443407572775
2004-03-18 00:00:00,0.24185565114021262
2004-03-19 00:00:00,0.24040557304397187
2004-03-20 00:00:00,0.23896420095115872
2004-03-21 00:00:00,0.23753143451176542
2004-03-22 00:00:00,0.23610733565874362
2004-03-23 00:00:00,0.23469176026992464
2004-03-24 00:00:00,0.23328460333868836
