date,Palilla
2004-01-01 00:00:00,0.278785137459635
2004-01-02 00:00:00,0.2771134069189422
2004-01-03 00:00:00,0.27545153442770154
2004-01-04 00:00:00,0.2737995781935751
2004-01-05 00:00:00,0.2721576588228337
2004-01-06 00:00:00,0.27073612436652156
2004-01-07 00:00:00,0.2691576974466436
2004-01-08 00:00:00,0.26755068497732276
2004-01-09 00:00:00,0.2659471984952687
2004-01-10 00:00:00,0.2643525470048185
2004-01-11 00:00:00,0.2627672748640179
2004-01-12 00:00:00,0.2611915152519934
2004-01-13 00:00:00,0.25962527329102125
2004-01-14 00:00:00,0.2580682821571823
2004-01-15 00:00:00,0.2565207732841372
2004-01-16 00:00:00,0.25498242396861315
2004-01-17 00:00:00,0.253453303594142
2004-01-18 00:00:00,0.2519333963282401
2004-01-19 00:00:00,0.25042253918945706
2004-01-20 00:00:00,0.24892092403024382
2004-01-21 00:00:00,0.24742945283651313
2004-01-22 00:00:00,0.24594589974731143
2004-01-23 00:00:00,0.24447114998474642
2004-01-24 00:00:00,0.24300514580681828
2004-01-25 00:00:00,0.2415479277260594
2004-01-26 00:00:00,0.24009949667379235
2004-01-27 00:00:00,0.23865962726995302
2004-01-28 00:00:00,0.23722854210063776
2004-01-29 00:00:00,0.23580600228160536
2004-01-30 00:00:00,0.23439193237572822
2004-01-31 00:00:00,0.23298626858740973
2004-02-01 00:00:00,0.23158908728510108
2004-02-02 00:00:00,0.23020025063306093
2004-02-03 00:00:00,0.2288198927417393
2004-02-04 00:00:00,0.22744780639186407
2004-02-05 00:00:00,0.22608386818319462
2004-02-06 00:00:00,0.22473015123978252
2004-02-07 00:00:00,0.22338308300822926
2004-02-08 00:00:00,0.22205018159002046
2004-02-09 00:00:00,0.2207204005680978
2004-02-10 00:00:00,0.21939708292484275
2004-02-11 00:00:00,0.21808161493390704
2004-02-12 00:00:00,0.21677389508113235
2004-02-13 00:00:00,0.21547398902475745
2004-02-14 00:00:00,0.21418177289888243
2004-02-15 00:00:00,0.21289748651906817
2004-02-16 00:00:00,0.21162078529596254
2004-02-17 00:00:00,0.21035180334001752
2004-02-18 00:00:00,0.20909040421247468
2004-02-19 00:00:00,0.2078365553170433
2004-02-20 00:00:00,0.20659027434885407
2004-02-21 00:00:00,0.20535142486914962
2004-02-22 00:00:00,0.20412400271743467
2004-02-23 00:00:00,0.20334812439978103
2004-02-24 00:00:00,0.20270100701600238
2004-02-25 00:00:00,0.20160715142264962
2004-02-26 00:00:00,0.20041875308379503
2004-02-27 00:00:00,0.19922033976763456
2004-02-28 00:00:00,0.19802643312141288
2004-02-29 00:00:00,0.19683908624574542
2004-03-01 00:00:00,0.19565872242674223
2004-03-02 00:00:00,0.1944854883477083
2004-03-03 00:00:00,0.19331928761675948
2004-03-04 00:00:00,0.19215997122228082
2004-03-05 00:00:00,0.191007732413709
2004-03-06 00:00:00,0.1898624077439303
2004-03-07 00:00:00,0.18872391898184945
2004-03-08 00:00:00,0.18759235693141726
2004-03-09 00:00:00,0.1864673309028148
